Time Bucket (America/New_York),Barn-Mains_A (kWatts),Barn-Mains_B (kWatts),Barn-Mains_C (kWatts),Barn-Clothes Dryer-Dryer (kWatts),Barn-Water Heater-Water Heater (kWatts),Barn-Other-garage lights? (kWatts),Barn-Other-Radon & (kWatts),Barn-Circuit_5 (kWatts),Barn-Circuit_6 (kWatts),Barn-Circuit_7 (kWatts),Barn-Pump-Well  (kWatts),Barn-Heat Pump-Heat Pump (kWatts),Barn-Other-Kitchen Outlets (kWatts),Barn-Other-Master Bedroom (kWatts),Barn-Circuit_12 (kWatts),Barn-Circuit_13 (kWatts),Barn-Circuit_14 (kWatts),Barn-Kitchen-Kitchen Stove (kWatts),Barn-Circuit_16 (kWatts)
03/11/2026 14:18:29,0.2483,0.3772,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.1648,0.0639,0.0133,0.1469,0.0000,0.0342
03/11/2026 14:18:30,0.2511,0.3733,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1670,0.0650,0.0134,0.1462,0.0000,0.0363
03/11/2026 14:18:31,0.2489,0.3726,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.1652,0.0642,0.0133,0.1467,0.0000,0.0344
03/11/2026 14:18:32,0.2481,0.3739,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.1644,0.0653,0.0133,0.1465,0.0000,0.0361
03/11/2026 14:18:33,0.2495,0.3728,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.1657,0.0648,0.0134,0.1469,0.0000,0.0341
03/11/2026 14:18:34,0.2481,0.3709,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.1645,0.0651,0.0131,0.1459,0.0000,0.0360
03/11/2026 14:18:35,0.2530,0.3736,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1682,0.0647,0.0132,0.1469,0.0000,0.0343
03/11/2026 14:18:36,0.2502,0.3738,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.1678,0.0649,0.0132,0.1462,0.0000,0.0351
03/11/2026 14:18:37,0.2524,0.3730,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1675,0.0649,0.0132,0.1442,0.0000,0.0356
03/11/2026 14:18:38,0.2486,0.3703,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.1648,0.0647,0.0132,0.1438,0.0000,0.0352
